state,action,successor,state_rank,successor_rank,abstract_state,abstract_successor,state_comp_states,successor_comp_states,component_names,is_controllable_action,action_has_index,successor_is_deadlock,successor_is_error,is_uncontrollable_state,is_uncontrollable_successor
1491,illegalPosition,1491,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.2.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IP, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.2.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IP, Win_no_asterisk_s0]","[7, 125, 5, 0, 0, 0, 1, 0]","[7, 125, 5, 0, 0, 0, 1, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",false,false,false,false,true,true
1492,0.getPos.3.2,1493,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 71, 2, 0, 0, 0, 0, 0]","[7, 88, 2, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1493,0.setPos.2.2,1355,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.2.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 88, 2, 0, 0, 0, 0, 0]","[7, 0, 6, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1494,0.getPos.3.2,1495,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 104, 2, 0, 0, 0, 0, 0]","[7, 121, 2, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1495,0.setPos.4.2,1496,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.1.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 121, 2, 0, 0, 0, 0, 0]","[7, 0, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1496,startSafeCheck,1497,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 0, 13, 0, 0, 0, 0, 0]","[7, 1, 13, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1497,0.getPos.4.2,1498,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 13, 0, 1, 0, 0, 0]","[7, 1, 13, 0, 14, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1498,1.getPos.2.1,1499,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 13, 0, 14, 0, 0, 0]","[7, 1, 13, 0, 3, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1499,checkSafeOk,1500,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_LiveChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 13, 0, 3, 0, 0, 0]","[7, 2, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1500,startLiveCheck,1501,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_LiveChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 2, 13, 0, 0, 0, 0, 0]","[7, 3, 13, 1, 0, 1, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1501,1.getPos.2.1,1502,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 3, 13, 1, 0, 1, 0, 0]","[7, 3, 13, 2, 0, 2, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1502,checkLiveDone,1503,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 3, 13, 2, 0, 2, 0, 0]","[7, 4, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1503,left,1538,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 13, 0, 0, 0, 0, 0]","[7, 38, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1503,up,1556,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 13, 0, 0, 0, 0, 0]","[7, 71, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1503,right,1504,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 13, 0, 0, 0, 0, 0]","[7, 5, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1503,down,1558,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 13, 0, 0, 0, 0, 0]","[7, 104, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1504,0.getPos.4.2,1505,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 5, 13, 0, 0, 0, 0, 0]","[7, 15, 13, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1505,0.setPos.4.3,1506,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.4.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 15, 13, 0, 0, 0, 0, 0]","[7, 0, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1506,startSafeCheck,1507,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 0, 11, 0, 0, 0, 0, 0]","[7, 1, 11, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1507,0.getPos.4.3,1508,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 11, 0, 1, 0, 0, 0]","[7, 1, 11, 0, 12, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1508,1.getPos.2.1,1509,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 11, 0, 12, 0, 0, 0]","[7, 1, 11, 0, 3, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1509,checkSafeOk,1510,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_LiveChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 1, 11, 0, 3, 0, 0, 0]","[7, 2, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1510,startLiveCheck,1511,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_LiveChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 2, 11, 0, 0, 0, 0, 0]","[7, 3, 11, 1, 0, 1, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1511,1.getPos.2.1,1512,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 3, 11, 1, 0, 1, 0, 0]","[7, 3, 11, 2, 0, 2, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1512,checkLiveDone,1513,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 3, 11, 2, 0, 2, 0, 0]","[7, 4, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1513,left,1532,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 11, 0, 0, 0, 0, 0]","[7, 38, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1513,up,1534,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 11, 0, 0, 0, 0, 0]","[7, 71, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1513,right,1514,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 11, 0, 0, 0, 0, 0]","[7, 5, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1513,down,1536,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 4, 11, 0, 0, 0, 0, 0]","[7, 104, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
1514,0.getPos.4.3,1515,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 5, 11, 0, 0, 0, 0, 0]","[7, 14, 11, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1515,0.setPos.4.4,1516,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Play, 0:Piece_Pos.3.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.3.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 14, 11, 0, 0, 0, 0, 0]","[7, 0, 10, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
1516,startSafeCheck,1517,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.2.4--, Dispatcher_Dispatcher, 0:Piece_Pos.3.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.2.4--, Dispatcher_SafeChecking, 0:Piece_Pos.3.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[7, 0, 10, 0, 0, 0, 0, 0]","[7, 1, 10, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
